Ticker,Company Name,Weighted Sharpe,Weighted Sortino,1-Year ROC %,Weighted ROC %,Sharpe + ROC Blend,Sortino + ROC Blend,Master Blend,1-Year Max Drawdown %,Last Close,200-Day MA,Trend Check,Alpha (1Y),Beta (1Y),Dist. from 52W High %,Avg Turnover (Cr),14-Day RSI
SHEMAROO,Shemaroo Entertainment Limited,0.6,0.69,8.54,9.0,0.75,0.8,0.73,-37.62,120.57,109.82,Pass (Up),26.22,1.42,-12.69,0.19,50.88
SHILCTECH,Shilchar Technologies Limited,0.42,0.38,0.09,2.42,0.33,0.31,0.35,-30.1,4174.4,4087.45,Pass (Up),33.31,1.45,-21.19,11.67,50.01
SHILPAMED,Shilpa Medicare Limited,4.38,5.55,130.18,139.62,9.17,9.75,7.96,-36.1,961.15,481.33,Pass (Up),98.8,0.89,-0.31,133.72,61.73
SHIVALIK,Shivalik Rasayan Limited,1.79,2.38,-24.24,32.05,2.5,2.79,2.46,-57.01,362.05,283.61,Pass (Up),-9.44,1.11,-25.71,1.49,46.57
SHIVAMAUTO,Shivam Autotech Limited,-0.2,-0.22,-42.25,-12.09,-0.7,-0.72,-0.54,-61.69,16.69,19.52,Fail (Down),-37.25,1.51,-52.07,0.06,44.3
SHIVAMILLS,Shiva Mills Limited,0.24,0.28,-13.46,0.41,0.14,0.16,0.19,-37.85,61.47,59.5,Pass (Up),-3.23,0.63,-15.08,0.01,48.35
SHIVATEX,Shiva Texyarn Limited,1.34,1.74,-3.41,13.99,1.37,1.57,1.49,-34.37,178.05,162.15,Pass (Up),6.51,0.68,-7.71,0.12,49.51
SHIVAUM,Shiv Aum Steels Limited,2.07,2.52,66.87,51.45,3.61,3.83,3.25,-22.34,465.4,347.9,Pass (Up),66.01,0.35,0.0,1.61,56.54
SHK,S H Kelkar and Company Limited,0.31,0.44,-42.94,-2.87,0.01,0.08,0.16,-55.22,141.22,148.08,Fail (Down),-36.64,1.85,-43.7,13.06,43.28
SHOPERSTOP,Shoppers Stop Limited,0.37,0.49,-28.9,3.91,0.38,0.44,0.42,-48.52,375.45,361.96,Pass (Up),-21.1,1.12,-32.69,5.3,45.28
SHRADHA,Shradha Realty Limited,-0.18,-0.22,-38.8,-15.16,-0.85,-0.87,-0.64,-51.35,30.84,35.63,Fail (Down),-28.65,1.04,-43.52,0.26,45.3
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,-0.37,-0.35,-23.65,-6.05,-0.49,-0.48,-0.44,-39.83,68.49,74.17,Fail (Down),-16.76,1.02,-24.69,0.71,45.11
SHREECEM,SHREE CEMENT LIMITED,-0.82,-0.83,-23.93,-9.81,-0.9,-0.91,-0.88,-24.38,22570.0,25442.92,Fail (Down),-19.35,1.03,-24.38,60.1,44.85
SHREEJISPG,Shreeji Shipping Global Limited,3.46,3.49,174.86,84.87,5.97,5.99,5.15,-22.24,691.75,450.76,Pass (Up),119.77,1.13,-2.99,62.32,60.77
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,1.94,2.2,48.64,41.1,3.02,3.16,2.75,-39.37,486.9,372.97,Pass (Up),59.64,0.95,-5.44,3.36,53.64
SHREERAMA,Shree Rama Multi-Tech Limited,0.57,0.65,-19.54,0.35,0.3,0.34,0.42,-45.24,47.12,49.14,Fail (Down),-0.33,1.58,-31.94,0.49,48.09
SHRENIK,Shrenik Limited,-2.31,-1.52,-43.14,-29.93,-2.65,-2.26,-2.28,-54.84,0.29,0.4,Fail (Down),-47.03,0.28,-53.23,0.01,43.6
SHREYANIND,Shreyans Industries Limited,-0.5,-0.52,-43.77,-11.8,-0.84,-0.85,-0.73,-48.13,132.8,151.18,Fail (Down),-48.09,0.65,-43.77,0.1,41.63
SHRINGARMS,Shringar House of Mangalsutra Limited,0.49,0.54,17.52,9.48,0.72,0.75,0.66,-36.27,217.27,216.95,Pass (Up),38.68,1.87,-17.03,14.13,51.72
SHRIPISTON,SPR Auto Technologies Limited,1.91,2.17,67.84,36.15,2.76,2.89,2.56,-20.92,4371.5,3510.72,Pass (Up),67.3,1.26,-7.91,29.26,56.12
SHRIRAMFIN,Shriram Finance Limited,0.67,0.68,67.84,13.53,1.01,1.02,0.9,-21.05,1028.6,994.36,Pass (Up),70.79,1.97,-9.85,502.63,55.58
SHRIRAMPPS,Shriram Properties Limited,-1.18,-1.08,-19.78,-11.71,-1.17,-1.12,-1.14,-37.39,71.83,81.99,Fail (Down),-6.49,1.68,-26.43,4.79,47.49
SHYAMCENT,Shyam Century Ferrous Limited,-0.01,-0.01,-35.5,-6.73,-0.34,-0.34,-0.23,-52.15,4.96,5.38,Fail (Down),-30.74,0.29,-35.5,0.04,45.11
SHYAMMETL,Shyam Metalics and Energy Limited,1.88,2.38,17.3,26.41,2.26,2.51,2.3,-21.56,1074.8,899.15,Pass (Up),25.67,0.91,-2.27,53.94,52.7
SHYAMTEL,Shyam Telecom Limited,-0.52,-0.45,-18.81,-11.01,-0.81,-0.78,-0.69,-55.61,11.48,14.14,Fail (Down),-0.44,0.19,-54.17,0.01,48.62
SICALLOG,Sical Logistics Limited,1.06,1.16,8.56,18.11,1.44,1.49,1.35,-45.29,98.0,84.11,Pass (Up),23.12,0.39,-16.52,0.63,50.74
SIEMENS,Siemens Limited,1.43,1.59,24.84,17.93,1.61,1.69,1.61,-15.28,3957.0,3464.65,Pass (Up),33.7,1.12,-3.82,140.67,53.47
SIGACHI,Sigachi Industries Limited,2.89,4.43,0.84,62.64,4.58,5.35,4.53,-61.87,37.93,25.17,Pass (Up),21.23,1.24,-14.53,6.91,50.11
SIGIND,Signet Industries Limited,2.06,2.77,31.26,45.2,3.29,3.64,3.12,-30.5,70.79,51.92,Pass (Up),45.27,1.37,-3.41,0.32,53.11
SIGMA,Sigma Solve Limited,0.53,0.87,-7.11,2.88,0.41,0.58,0.56,-42.35,44.19,45.38,Fail (Down),13.19,0.94,-29.88,1.45,49.38
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,4.68,5.27,413.32,284.78,16.58,16.88,12.81,-34.98,832.45,357.28,Pass (Up),189.68,1.06,0.0,20.84,63.37
SIGNATURE,Signatureglobal (India) Limited,-0.55,-0.59,-32.19,-13.41,-0.94,-0.96,-0.83,-37.71,760.85,883.11,Fail (Down),-26.53,1.21,-33.64,31.79,45.14
SIGNPOST,Signpost India Limited,0.82,1.01,-3.72,14.3,1.13,1.22,1.09,-31.84,276.25,252.1,Pass (Up),12.3,0.85,-15.34,19.43,49.59
SIKKO,Sikko Industries Limited,1.59,2.57,72.79,33.7,2.48,2.97,2.51,-41.55,5.83,4.71,Pass (Up),77.7,0.96,-6.13,0.38,54.16
SIL,Standard Industries Limited,1.1,1.47,-3.39,17.96,1.45,1.63,1.46,-36.98,17.76,15.69,Pass (Up),8.23,0.75,-15.06,0.17,49.55
SILGO,Silgo Retail Limited,-0.54,-0.52,7.2,-3.91,-0.46,-0.46,-0.48,-17.71,70.01,73.95,Fail (Down),15.87,0.53,-16.17,1.31,50.83
SILINV,SIL Investments Limited,0.81,0.97,-20.09,3.79,0.59,0.68,0.72,-46.76,463.8,448.84,Pass (Up),-12.69,1.02,-34.89,0.1,46.49
SILLYMONKS,Silly Monks Entertainment Limited,-0.51,-0.54,-5.21,-11.98,-0.86,-0.87,-0.75,-43.18,16.01,17.96,Fail (Down),10.64,0.48,-39.36,0.02,49.58
SILVERTUC,Silver Touch Technologies Limited,-0.77,-0.67,-78.9,-21.81,-1.48,-1.43,-1.21,-90.53,152.49,242.78,Fail (Down),-0.19,0.53,-86.08,9.88,39.95
SIMBHALS,Simbhaoli Sugars Limited,-0.34,-0.3,-49.14,-12.31,-0.78,-0.76,-0.62,-53.87,7.07,8.38,Fail (Down),-58.89,0.39,-50.66,0.01,42.31
SIMPLEXINF,Simplex Infrastructures Limited,0.53,0.66,-14.25,4.5,0.49,0.56,0.55,-55.68,255.1,235.65,Pass (Up),8.68,1.77,-19.41,3.87,48.54
SINCLAIR,Sinclairs Hotels Limited,0.67,0.8,-27.38,2.34,0.45,0.52,0.57,-36.81,80.28,77.25,Pass (Up),-25.42,0.6,-27.38,0.23,44.3
SINDHUTRAD,Sindhu Trade Links Limited,-0.04,-0.04,-2.64,-3.55,-0.2,-0.2,-0.14,-42.38,23.99,23.63,Pass (Up),16.35,1.35,-22.86,5.79,49.73
SINTERCOM,Sintercom India Limited,0.03,0.03,-37.8,-12.51,-0.61,-0.61,-0.4,-43.76,76.65,85.35,Fail (Down),-34.67,0.6,-38.13,0.34,45.1
SIRCA,Sirca Paints India Limited,0.24,0.29,-6.62,0.28,0.14,0.16,0.19,-26.86,427.35,439.69,Fail (Down),3.06,1.13,-19.67,15.14,48.92
SIS,SIS LIMITED,0.93,1.15,23.24,21.77,1.55,1.66,1.42,-24.29,419.3,364.74,Pass (Up),29.08,0.62,-5.03,14.52,53.51
SITINET,Siti Networks Limited,-2.34,-1.38,-44.9,-25.67,-2.45,-1.97,-2.09,-44.9,0.27,0.34,Fail (Down),-54.74,0.22,-44.9,0.02,41.13
SIYSIL,Siyaram Silk Mills Limited,-0.68,-0.69,-18.63,-7.03,-0.69,-0.69,-0.69,-46.68,535.15,581.36,Fail (Down),-5.3,1.48,-33.55,3.59,47.75
SJS,S.J.S. Enterprises Limited,1.56,1.66,69.12,31.56,2.36,2.41,2.12,-20.22,2354.0,1942.34,Pass (Up),67.58,1.33,-8.11,30.12,56.08
SJVN,SJVN Limited,-1.3,-1.32,-27.56,-9.32,-1.11,-1.13,-1.18,-31.88,66.18,71.88,Fail (Down),-21.57,1.22,-28.46,13.89,44.98
SKFINDIA,SKF India Limited,-0.5,-0.54,-67.47,-11.18,-0.81,-0.83,-0.72,-71.77,1527.8,1635.27,Fail (Down),-82.91,0.49,-68.75,11.15,31.07
SKIL,SKIL Infrastructure Limited,-1.14,-0.49,-48.52,-17.34,-1.44,-1.11,-1.12,-51.48,0.87,1.03,Fail (Down),-62.68,0.16,-48.52,0.0,32.17
SKIPPER,Skipper Limited,0.97,1.15,3.61,23.74,1.67,1.76,1.5,-39.72,551.55,461.61,Pass (Up),20.5,1.51,-8.79,53.71,50.44
SKMEGGPROD,SKM Egg Products Export (India) Limited,0.85,0.94,42.91,23.76,1.61,1.66,1.39,-36.07,241.3,213.88,Pass (Up),59.81,1.21,-32.8,21.67,52.63
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,3.47,4.43,193.93,118.2,7.65,8.12,6.57,-19.2,827.4,476.46,Pass (Up),130.3,1.4,-2.44,82.88,60.65
SMARTLINK,Smartlink Holdings Limited,2.67,3.3,54.97,65.65,4.62,4.93,4.18,-34.45,230.3,154.77,Pass (Up),60.7,0.86,-0.13,0.15,55.26
SMARTWORKS,Smartworks Coworking Spaces Limited,1.4,1.65,1.87,19.71,1.68,1.81,1.67,-38.61,530.75,457.79,Pass (Up),14.06,1.03,-12.51,6.39,50.24
SMCGLOBAL,SMC Global Securities Limited,1.51,1.76,26.58,20.16,1.76,1.89,1.76,-39.19,86.0,73.14,Pass (Up),43.3,1.57,-5.14,10.17,52.66
SMLMAH,SML Mahindra Limited,2.34,4.19,80.73,71.86,4.76,5.69,4.57,-31.77,6583.0,4215.29,Pass (Up),86.89,1.56,0.0,86.92,55.28
SMLT,Sarthak Metals Limited,-1.03,-1.08,-45.12,-17.72,-1.4,-1.42,-1.29,-49.42,62.29,73.48,Fail (Down),-44.73,1.1,-45.12,0.05,42.89
SMSPHARMA,SMS Pharmaceuticals Limited,1.52,2.0,54.4,31.34,2.33,2.57,2.22,-19.31,463.45,368.42,Pass (Up),62.58,1.21,0.0,23.83,54.58
SNOWMAN,Snowman Logistics Limited,-0.44,-0.5,-36.13,-8.4,-0.64,-0.67,-0.59,-47.26,35.91,38.52,Fail (Down),-30.05,1.69,-38.31,0.77,43.67
SOBHA,Sobha Limited,-1.24,-1.28,-21.55,-10.86,-1.16,-1.18,-1.2,-32.0,1216.8,1390.63,Fail (Down),-13.62,1.09,-28.18,23.71,46.71
SOFTTECH,Softtech Engineers Limited,1.87,2.02,16.74,37.45,2.81,2.88,2.54,-43.73,452.35,359.9,Pass (Up),29.29,0.78,-6.01,0.12,51.87
SOLARA,Solara Active Pharma Sciences Limited,1.78,2.75,11.13,40.47,2.91,3.4,2.86,-38.01,749.15,535.5,Pass (Up),25.64,0.8,0.0,27.67,51.49
SOLARINDS,Solar Industries India Limited,2.94,3.78,59.48,50.37,3.99,4.41,3.92,-20.57,22290.0,15861.65,Pass (Up),57.86,0.83,-0.73,280.33,57.15
SOLARWORLD,Solarworld Energy Solutions Limited,-1.5,-1.77,-56.27,-27.98,-2.15,-2.28,-2.02,-58.34,141.48,206.23,Fail (Down),-70.11,1.43,-58.19,11.79,42.17
SOLEX,Solex Energy Limited,-2.76,-2.64,-49.23,-38.31,-3.3,-3.24,-3.08,-63.58,698.6,1105.8,Fail (Down),-45.95,1.49,-63.58,3.38,45.78
SOMANYCERA,Somany Ceramics Limited,1.61,1.98,19.91,27.97,2.21,2.39,2.13,-32.17,565.2,453.58,Pass (Up),30.95,1.08,-0.86,9.31,52.65
SOMATEX,Soma Textiles & Industries Limited,-0.59,-0.72,3.89,-14.31,-1.01,-1.08,-0.92,-49.52,84.52,104.97,Fail (Down),22.31,0.81,-44.71,0.16,50.22
SOMICONVEY,Somi Conveyor Beltings Limited,-0.24,-0.32,-32.37,-14.83,-0.86,-0.9,-0.68,-47.89,92.93,106.25,Fail (Down),-18.34,1.25,-41.72,0.51,46.38
SONACOMS,Sona BLW Precision Forgings Limited,3.26,4.48,80.22,51.26,4.19,4.81,4.29,-13.15,788.0,592.58,Pass (Up),72.19,1.23,-4.37,169.83,58.69
SONAMLTD,SONAM LIMITED,1.74,2.62,49.39,39.29,2.83,3.27,2.76,-22.18,72.9,51.33,Pass (Up),54.65,0.54,-6.32,0.8,54.89
SONATSOFTW,Sonata Software Limited,-0.3,-0.32,-28.11,-7.07,-0.5,-0.51,-0.44,-47.26,265.85,289.18,Fail (Down),-13.81,1.59,-31.93,79.0,46.52
SOTL,Savita Oil Technologies Limited,1.92,2.55,77.81,70.9,4.51,4.82,3.86,-30.0,716.25,459.94,Pass (Up),78.08,1.29,-7.73,56.42,56.4
SOUTHBANK,The South Indian Bank Limited,0.68,0.69,60.75,15.87,1.13,1.14,0.99,-26.89,46.18,41.76,Pass (Up),65.69,1.41,-3.83,60.95,55.1
SOUTHWEST,South West Pinnacle Exploration Limited,-0.17,-0.22,55.74,4.84,0.16,0.13,0.03,-24.02,213.35,216.48,Fail (Down),64.58,0.78,-20.73,7.7,52.84
SPAL,S. P. Apparels Limited,1.37,1.79,38.2,35.34,2.45,2.66,2.23,-26.29,1023.0,825.43,Pass (Up),49.68,0.81,-12.96,25.22,53.15
SPANDANA,Spandana Sphoorty Financial Limited,0.14,0.14,-10.23,-2.3,-0.04,-0.05,0.02,-34.85,235.37,250.8,Fail (Down),6.13,1.51,-24.21,8.38,48.89
SPARC,Sun Pharma Advanced Research Company Limited,0.19,0.47,35.61,26.44,1.42,1.55,1.1,-32.49,196.01,170.25,Pass (Up),57.71,1.83,-29.38,40.09,52.73
SPCENET,Spacenet Enterprises India Limited,-0.31,-0.29,-53.24,-17.77,-1.04,-1.03,-0.79,-72.45,3.39,4.55,Fail (Down),-53.92,1.62,-68.98,0.29,44.56
SPECIALITY,Speciality Restaurants Limited,1.65,1.95,13.56,31.19,2.38,2.53,2.24,-43.33,141.7,114.46,Pass (Up),30.4,1.16,-9.99,1.26,51.29
SPECTRUM,Spectrum Electrical Industries Limited,3.18,4.08,119.91,115.12,7.35,7.8,6.26,-31.84,3022.5,1570.6,Pass (Up),97.47,0.01,0.0,8.96,57.59
SPENCERS,Spencer's Retail Limited,-1.94,-1.76,-51.19,-24.1,-2.18,-2.08,-2.04,-58.4,28.3,35.17,Fail (Down),-54.11,1.37,-52.11,0.16,42.34
SPIC,Southern Petrochemicals Industries Corporation  Limited,0.05,0.07,-36.15,-3.6,-0.15,-0.15,-0.08,-48.72,69.0,70.75,Fail (Down),-30.92,1.64,-36.15,2.89,43.48
SPLIL,SPL Industries Limited,0.04,0.05,-26.11,-4.14,-0.19,-0.18,-0.11,-51.24,30.05,31.17,Fail (Down),-14.05,0.94,-31.84,0.03,47.04
SPLPETRO,Supreme Petrochem Limited,1.39,1.89,4.76,19.6,1.67,1.92,1.74,-42.18,818.35,679.24,Pass (Up),16.26,0.6,-4.6,15.75,50.61
SPMLINFRA,SPML Infra Limited,-0.29,-0.34,-38.08,-6.79,-0.49,-0.51,-0.44,-45.78,171.63,188.27,Fail (Down),-27.83,1.6,-39.47,5.37,45.45
SPORTKING,Sportking India Limited,2.09,2.57,97.26,75.79,4.83,5.08,4.08,-27.62,214.77,145.16,Pass (Up),89.5,1.59,-6.46,14.17,57.06
SRD,Shankar Lal Rampal Dye-Chem Limited,-0.78,-0.82,-48.16,-21.32,-1.46,-1.48,-1.25,-50.91,38.27,47.85,Fail (Down),-50.58,0.98,-48.66,0.14,43.33
SREEL,Sreeleathers Limited,2.6,3.56,44.15,61.6,4.38,4.86,4.11,-31.85,333.27,211.26,Pass (Up),48.29,0.66,-10.0,1.15,56.32
SRF,SRF Limited,-0.69,-0.62,-16.54,-8.62,-0.78,-0.74,-0.72,-24.89,2482.4,2712.69,Fail (Down),-8.1,1.12,-21.89,114.94,47.19
SRGHFL,SRG Housing Finance Limited,-2.08,-1.58,-48.02,-42.53,-3.16,-2.92,-2.64,-51.25,156.0,275.92,Fail (Down),-54.47,0.22,-51.25,0.18,44.36
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,0.8,0.89,-13.68,6.93,0.75,0.79,0.8,-37.41,523.8,487.88,Pass (Up),-3.49,1.18,-14.63,0.51,47.68
SRM,SRM Contractors Limited,-0.44,-0.48,-10.29,-4.77,-0.46,-0.48,-0.46,-41.07,439.35,482.08,Fail (Down),6.41,1.23,-30.71,4.92,49.03
SSDL,Saraswati Saree Depot Limited,0.32,0.61,-29.66,-0.16,0.15,0.3,0.31,-47.99,62.59,63.32,Fail (Down),-18.81,1.22,-30.97,0.34,44.87
SSWL,Steel Strips Wheels Limited,3.2,5.02,51.78,79.37,5.57,6.48,5.39,-31.23,370.65,229.97,Pass (Up),58.03,1.33,-0.79,50.53,56.34
STALLION,Stallion India Fluorochemicals Limited,1.43,1.87,19.88,39.17,2.67,2.9,2.41,-75.42,225.09,183.84,Pass (Up),57.61,1.94,-45.68,51.12,50.94
STANLEY,Stanley Lifestyles Limited,-0.86,-0.96,-54.69,-20.18,-1.44,-1.49,-1.28,-60.79,135.6,163.54,Fail (Down),-63.09,1.42,-57.01,2.33,40.06
STAR,Strides Pharma Science Limited,1.22,1.41,30.51,22.95,1.76,1.85,1.64,-19.74,1183.4,985.37,Pass (Up),37.93,0.59,-2.76,35.34,53.52
STARCEMENT,Star Cement Limited,-1.25,-1.27,-27.88,-9.69,-1.11,-1.12,-1.16,-32.85,195.14,212.31,Fail (Down),-27.93,0.58,-28.82,5.57,43.58
STARHEALTH,Star Health and Allied Insurance Company Limited,1.37,1.65,26.82,16.43,1.51,1.65,1.56,-18.62,562.7,510.59,Pass (Up),29.29,0.42,-7.81,35.18,54.4
STARPAPER,Star Paper Mills Limited,1.72,2.41,-2.31,17.52,1.74,2.08,1.96,-31.3,168.44,146.06,Pass (Up),5.15,0.74,-3.96,0.24,49.53
STARTECK,Starteck Finance Limited,-0.78,-0.83,-22.77,-10.16,-0.9,-0.92,-0.87,-33.5,240.65,264.52,Fail (Down),-18.17,0.68,-25.83,0.16,45.79
STCINDIA,The State Trading Corporation of India Limited,-0.22,-0.33,-5.32,-2.66,-0.24,-0.3,-0.27,-32.03,112.6,118.64,Fail (Down),12.76,1.5,-22.39,1.64,49.44
STEELCAS,Steelcast Limited,1.58,1.9,51.19,33.96,2.49,2.65,2.29,-20.51,325.25,265.55,Pass (Up),58.1,1.08,-9.33,7.19,54.29
STEELCITY,Steel City Securities Limited,0.99,1.71,-8.29,8.56,0.92,1.28,1.19,-29.68,90.3,81.44,Pass (Up),-0.69,0.64,-9.67,0.18,48.4
STEELXIND,STEEL EXCHANGE INDIA LIMITED,0.92,1.19,23.63,28.83,1.9,2.04,1.66,-34.67,12.14,9.88,Pass (Up),37.85,1.27,-9.34,5.1,52.56
STEL,Stel Holdings Limited,0.59,0.68,19.13,13.82,0.99,1.03,0.88,-36.54,611.1,512.04,Pass (Up),36.47,1.08,-7.58,0.42,51.76
STERTOOLS,Sterling Tools Limited,-0.23,-0.26,-34.22,-6.76,-0.45,-0.47,-0.39,-52.96,214.66,235.04,Fail (Down),-21.2,1.84,-36.53,3.04,45.49
STLNETWORK,STL Networks Limited,2.29,2.8,68.43,61.36,4.21,4.47,3.74,-51.82,36.6,24.16,Pass (Up),75.89,1.16,0.0,3.89,54.97
STLTECH,Sterlite Technologies Limited,4.12,4.68,679.6,362.9,20.21,20.49,15.03,-30.47,897.4,352.3,Pass (Up),237.68,1.42,0.0,129.39,66.07
STOVEKRAFT,Stove Kraft Limited,2.1,2.76,24.49,38.63,2.98,3.31,2.91,-42.45,814.9,619.44,Pass (Up),34.81,0.57,-3.64,17.66,52.7
STUDDS,Studds Accessories Limited,-1.7,-2.04,-24.78,-18.6,-1.78,-1.95,-1.87,-27.36,418.65,480.75,Fail (Down),-21.64,0.8,-26.65,2.36,44.86
STYL,Seshaasai Technologies Limited,1.98,2.17,-5.25,36.12,2.8,2.89,2.59,-50.35,387.4,292.41,Pass (Up),8.17,0.98,-9.18,7.52,49.26
STYLAMIND,Stylam Industries Limited,1.51,1.94,91.33,36.24,2.56,2.78,2.36,-13.26,3329.9,2667.45,Pass (Up),74.26,0.37,-10.88,27.09,58.88
STYLEBAAZA,Baazar Style Retail Limited,1.32,1.58,5.91,31.63,2.24,2.37,2.02,-37.11,388.1,320.5,Pass (Up),29.25,1.26,-11.72,30.54,50.52
STYRENIX,Styrenix Performance Materials Limited,0.08,0.09,-17.01,-0.65,0.01,0.01,0.04,-30.11,2113.1,2091.55,Pass (Up),-10.16,0.77,-17.01,13.38,47.18
SUBEXLTD,Subex Limited,3.2,5.19,61.62,98.67,6.53,7.53,6.08,-52.86,20.8,11.38,Pass (Up),71.93,1.6,0.0,8.27,55.74
SUBROS,Subros Limited,-0.16,-0.21,-23.51,-5.82,-0.37,-0.39,-0.32,-46.81,703.75,776.02,Fail (Down),-9.84,1.56,-40.82,21.34,47.21
SUDARCOLOR,Sudarshan Colorants India Limited,0.38,0.6,-36.44,-0.27,0.18,0.29,0.32,-54.4,378.4,378.57,Fail (Down),-32.54,1.09,-36.63,0.46,43.09
SUDARSCHEM,Sudarshan Chemical Industries Limited,2.23,2.63,-8.84,35.12,2.87,3.07,2.79,-50.94,1248.2,951.16,Pass (Up),5.83,1.24,-17.72,45.19,48.66
SUKHJITS,Sukhjit Starch & Chemicals Limited,-0.23,-0.21,-6.99,-3.38,-0.28,-0.27,-0.26,-35.08,159.78,169.68,Fail (Down),6.93,0.83,-25.77,0.32,49.27
SULA,Sula Vineyards Limited,-1.42,-1.49,-51.99,-21.17,-1.77,-1.8,-1.68,-51.99,136.38,170.73,Fail (Down),-63.14,1.29,-51.99,6.01,38.07
SUMEETINDS,Sumeet Industries Limited,-4.31,-3.61,-58.19,-61.06,-5.21,-4.86,-4.67,-72.38,10.77,26.53,Fail (Down),-69.12,0.74,-72.38,12.62,46.2
SUMICHEM,Sumitomo Chemical India Limited,0.5,0.66,-16.2,7.32,0.61,0.7,0.63,-39.44,476.4,456.82,Pass (Up),-5.45,1.16,-20.65,52.83,47.57
SUMIT,Sumit Woods Limited,1.28,1.31,-46.58,13.15,1.3,1.31,1.3,-67.71,49.4,51.19,Fail (Down),-40.59,1.15,-50.6,0.33,44.05
SUMMITSEC,Summit Securities Limited,-1.13,-1.08,-34.85,-14.52,-1.29,-1.27,-1.22,-45.65,1409.2,1636.54,Fail (Down),-29.86,1.55,-41.92,0.49,44.34
SUNCLAY,Sundaram Clayton Limited,0.04,0.05,-25.33,-2.72,-0.11,-0.11,-0.06,-36.59,1298.3,1310.72,Fail (Down),-16.47,1.11,-27.15,1.05,46.15
SUNDARAM,Sundaram Multi Pap Limited,-0.78,-0.77,-39.29,-17.26,-1.25,-1.25,-1.09,-49.51,1.19,1.44,Fail (Down),-35.47,1.27,-42.23,0.07,43.82
SUNDARMFIN,Sundaram Finance Limited,0.33,0.36,5.7,0.88,0.21,0.22,0.26,-27.1,4710.7,4765.07,Fail (Down),15.17,1.01,-15.16,27.46,50.8
SUNDRMBRAK,Sundaram Brake Linings Limited,0.29,0.44,-6.76,8.98,0.6,0.67,0.54,-42.37,713.65,685.19,Pass (Up),8.64,1.14,-20.69,0.21,49.17
SUNDRMFAST,Sundram Fasteners Limited,3.81,5.76,26.62,45.77,4.19,5.17,4.71,-28.73,1270.0,929.69,Pass (Up),31.78,0.75,0.0,22.6,54.64
SUNDROP,Sundrop Brands Limited,0.08,0.1,-19.08,-2.29,-0.07,-0.07,-0.02,-33.83,662.0,660.79,Pass (Up),-15.03,0.54,-21.9,1.48,46.29
SUNFLAG,Sunflag Iron And Steel Company Limited,0.54,0.65,28.41,25.44,1.54,1.6,1.24,-29.29,337.2,300.7,Pass (Up),44.93,1.7,-18.68,6.7,52.64
SUNPHARMA,Sun Pharmaceutical Industries Limited,0.51,0.54,15.35,3.81,0.45,0.46,0.48,-13.23,1840.0,1799.77,Pass (Up),19.28,0.48,-8.05,375.47,53.28
SUNTECK,Sunteck Realty Limited,-0.49,-0.51,-34.84,-15.04,-1.0,-1.01,-0.84,-40.99,288.0,344.32,Fail (Down),-25.73,1.89,-37.79,9.53,45.31
SUNTV,Sun TV Network Limited,-1.01,-1.11,-13.03,-11.35,-1.07,-1.12,-1.08,-30.42,476.0,537.39,Fail (Down),-4.7,0.69,-26.29,18.39,48.18
SUPERHOUSE,Superhouse Limited,0.93,1.22,18.48,15.53,1.24,1.39,1.24,-31.14,169.66,154.54,Pass (Up),33.69,1.27,-9.89,0.28,51.95
SUPERSPIN,Super Spinning Mills Limited,1.93,1.92,-19.28,22.8,2.1,2.1,2.04,-59.98,7.41,6.29,Pass (Up),-4.66,1.18,-23.37,0.02,47.31
SUPRAJIT,Suprajit Engineering Limited,1.05,1.03,10.27,11.75,1.11,1.1,1.09,-19.31,488.9,454.78,Pass (Up),20.0,0.84,-7.6,7.03,51.37
SUPREME,Supreme Holdings & Hospitality (India) Limited,-1.73,-2.0,-55.39,-35.83,-2.66,-2.79,-2.44,-64.11,34.74,54.31,Fail (Down),-60.13,1.39,-64.07,0.31,43.62
SUPREMEENG,Supreme Engineering Limited,17.07,8.27,226.47,197.26,18.4,14.0,15.02,-44.81,3.33,1.42,Pass (Up),134.7,0.37,0.0,0.07,65.5
SUPREMEIND,Supreme Industries Limited,-0.59,-0.52,-21.94,-7.09,-0.65,-0.61,-0.61,-30.57,3364.4,3548.13,Fail (Down),-17.48,0.8,-26.03,70.31,45.9
SUPREMEINF,Supreme Infrastructure India Limited,0.54,0.7,-19.14,8.3,0.69,0.77,0.69,-47.2,85.04,81.42,Pass (Up),-8.59,0.39,-22.81,1.27,47.87
SUPRIYA,Supriya Lifescience Limited,0.68,0.81,38.15,23.52,1.51,1.58,1.28,-31.06,901.75,760.42,Pass (Up),47.94,0.65,-14.22,29.86,53.25
SURAJEST,Suraj Estate Developers Limited,-1.07,-1.12,-40.7,-18.86,-1.48,-1.5,-1.36,-43.75,174.59,217.47,Fail (Down),-37.05,1.42,-42.2,2.12,44.14
SURAJLTD,Suraj Limited,-0.95,-0.96,-38.38,-17.4,-1.34,-1.35,-1.22,-42.85,199.99,232.81,Fail (Down),-34.57,0.85,-41.67,0.04,44.57
